Frame_n,Frame_n+1,Matches,Inliers,Inlier_Ratio
200,201,321,163,0.5077881619937694
201,202,382,301,0.7879581151832461
202,203,370,214,0.5783783783783784
203,204,444,397,0.8941441441441441
204,205,470,390,0.8297872340425532
205,206,496,472,0.9516129032258065
206,207,464,426,0.9181034482758621
207,208,506,446,0.8814229249011858
208,209,550,531,0.9654545454545455
209,210,519,508,0.9788053949903661
210,211,499,487,0.9759519038076152
211,212,464,439,0.9461206896551724
212,213,457,414,0.9059080962800875
213,214,491,463,0.9429735234215886
214,215,504,472,0.9365079365079365
215,216,519,497,0.9576107899807321
216,217,519,496,0.9556840077071291
217,218,491,466,0.9490835030549898
218,219,429,400,0.9324009324009324
219,220,381,351,0.9212598425196851
220,221,364,317,0.8708791208791209
221,222,398,371,0.9321608040201005
222,223,451,430,0.9534368070953437
223,224,437,428,0.9794050343249427
224,225,448,440,0.9821428571428571
225,226,458,447,0.9759825327510917
226,227,437,427,0.977116704805492
227,228,421,412,0.9786223277909739
228,229,413,408,0.9878934624697336
229,230,405,374,0.9234567901234568
230,231,388,366,0.9432989690721649
231,232,418,376,0.8995215311004785
232,233,442,410,0.9276018099547512
233,234,489,477,0.9754601226993865
234,235,504,495,0.9821428571428571
235,236,533,516,0.9681050656660413
236,237,582,553,0.9501718213058419
237,238,617,575,0.9319286871961102
238,239,572,562,0.9825174825174825
239,240,587,551,0.938671209540034
240,241,580,525,0.9051724137931034
241,242,560,554,0.9892857142857143
242,243,565,554,0.9805309734513274
243,244,565,538,0.952212389380531
244,245,547,527,0.9634369287020109
245,246,569,529,0.929701230228471
246,247,523,509,0.9732313575525813
247,248,491,463,0.9429735234215886
248,249,523,508,0.97131931166348
249,250,540,527,0.975925925925926
250,251,530,486,0.9169811320754717
251,252,516,485,0.939922480620155
252,253,561,541,0.964349376114082
253,254,514,496,0.9649805447470817
254,255,509,493,0.9685658153241651
255,256,521,514,0.9865642994241842
256,257,536,507,0.9458955223880597
257,258,567,512,0.9029982363315696
258,259,557,542,0.9730700179533214
259,260,529,513,0.9697542533081286
260,261,482,450,0.9336099585062241
261,262,489,457,0.934560327198364
262,263,448,423,0.9441964285714286
263,264,395,354,0.8962025316455696
264,265,436,420,0.963302752293578
265,266,468,457,0.9764957264957265
266,267,467,445,0.9528907922912205
267,268,469,450,0.9594882729211087
268,269,443,422,0.9525959367945824
269,270,403,383,0.9503722084367245
270,271,409,394,0.9633251833740831
271,272,366,331,0.9043715846994536
272,273,364,308,0.8461538461538461
273,274,367,326,0.888283378746594
274,275,356,289,0.8117977528089888
275,276,386,264,0.6839378238341969
276,277,398,317,0.7964824120603015
277,278,482,450,0.9336099585062241
278,279,461,438,0.9501084598698482
279,280,443,419,0.945823927765237
280,281,433,406,0.9376443418013857
281,282,439,401,0.9134396355353075
282,283,387,369,0.9534883720930233
283,284,388,370,0.9536082474226805
284,285,411,399,0.9708029197080292
285,286,393,377,0.9592875318066157
286,287,365,343,0.9397260273972603
287,288,344,318,0.9244186046511628
288,289,319,302,0.9467084639498433
289,290,279,257,0.921146953405018
290,291,267,252,0.9438202247191011
291,292,229,208,0.9082969432314411
292,293,220,208,0.9454545454545454
293,294,239,231,0.9665271966527197
294,295,249,244,0.9799196787148594
295,296,252,245,0.9722222222222222
296,297,231,212,0.9177489177489178
297,298,227,212,0.933920704845815
298,299,229,212,0.925764192139738
299,300,228,220,0.9649122807017544
300,301,208,199,0.9567307692307693
301,302,202,151,0.7475247524752475
302,303,235,197,0.8382978723404255
303,304,223,204,0.9147982062780269
304,305,231,213,0.922077922077922
305,306,228,210,0.9210526315789473
306,307,233,223,0.9570815450643777
307,308,259,242,0.9343629343629344
308,309,270,239,0.8851851851851852
309,310,289,263,0.9100346020761245
310,311,278,258,0.9280575539568345
311,312,294,246,0.8367346938775511
312,313,290,274,0.9448275862068966
313,314,302,288,0.9536423841059603
314,315,292,272,0.9315068493150684
315,316,324,264,0.8148148148148148
316,317,334,308,0.9221556886227545
317,318,339,316,0.9321533923303835
318,319,363,346,0.953168044077135
319,320,344,328,0.9534883720930233
320,321,327,298,0.9113149847094801
321,322,309,257,0.8317152103559871
322,323,327,271,0.8287461773700305
323,324,378,354,0.9365079365079365
324,325,304,262,0.8618421052631579
325,326,313,287,0.9169329073482428
326,327,346,284,0.8208092485549133
327,328,358,319,0.8910614525139665
328,329,334,288,0.8622754491017964
329,330,365,343,0.9397260273972603
330,331,425,409,0.9623529411764706
331,332,428,396,0.9252336448598131
332,333,458,417,0.9104803493449781
333,334,499,476,0.9539078156312625
334,335,513,486,0.9473684210526315
335,336,509,491,0.9646365422396856
336,337,527,502,0.952561669829222
337,338,510,478,0.9372549019607843
338,339,514,489,0.9513618677042801
339,340,549,513,0.9344262295081968
340,341,523,502,0.9598470363288719
341,342,512,481,0.939453125
342,343,508,454,0.8937007874015748
343,344,535,486,0.908411214953271
344,345,557,527,0.9461400359066428
345,346,572,539,0.9423076923076923
346,347,585,558,0.9538461538461539
347,348,575,537,0.9339130434782609
348,349,641,629,0.9812792511700468
349,350,674,647,0.9599406528189911
350,351,652,638,0.9785276073619632
351,352,673,655,0.9732540861812778
352,353,657,623,0.9482496194824962
353,354,527,406,0.7703984819734345
354,355,529,477,0.9017013232514177
355,356,525,479,0.9123809523809524
356,357,508,384,0.7559055118110236
357,358,473,364,0.7695560253699789
358,359,457,338,0.7396061269146609
359,360,441,396,0.8979591836734694
360,361,389,331,0.8508997429305912
361,362,373,323,0.8659517426273459
362,363,409,365,0.8924205378973105
363,364,413,361,0.87409200968523
364,365,413,391,0.9467312348668281
365,366,428,413,0.9649532710280374
366,367,437,421,0.9633867276887872
367,368,411,375,0.9124087591240876
368,369,346,220,0.6358381502890174
369,370,402,359,0.8930348258706468
370,371,425,398,0.9364705882352942
371,372,431,410,0.951276102088167
372,373,427,398,0.9320843091334895
373,374,451,395,0.8758314855875832
374,375,497,465,0.9356136820925554
375,376,496,449,0.905241935483871
376,377,472,419,0.8877118644067796
377,378,488,440,0.9016393442622951
378,379,544,517,0.9503676470588235
379,380,595,562,0.9445378151260504
380,381,565,526,0.9309734513274336
381,382,592,538,0.9087837837837838
382,383,671,599,0.8926974664679582
383,384,613,577,0.9412724306688418
384,385,626,577,0.9217252396166135
385,386,655,595,0.9083969465648855
386,387,630,584,0.926984126984127
387,388,604,563,0.9321192052980133
388,389,598,560,0.9364548494983278
389,390,607,568,0.9357495881383855
390,391,609,527,0.8653530377668309
391,392,542,451,0.8321033210332104
392,393,526,455,0.8650190114068441
393,394,530,440,0.8301886792452831
394,395,545,476,0.8733944954128441
395,396,554,457,0.8249097472924187
396,397,560,498,0.8892857142857142
397,398,529,479,0.9054820415879017
398,399,560,516,0.9214285714285714
399,400,634,603,0.9511041009463722
400,401,603,563,0.9336650082918739
401,402,589,546,0.9269949066213922
402,403,549,481,0.8761384335154827
403,404,580,471,0.8120689655172414
404,405,572,511,0.8933566433566433
405,406,500,457,0.914
406,407,487,412,0.8459958932238193
407,408,528,424,0.803030303030303
408,409,658,603,0.9164133738601824
409,410,641,601,0.9375975039001561
410,411,561,525,0.9358288770053476
411,412,510,480,0.9411764705882353
412,413,474,421,0.8881856540084389
413,414,462,397,0.8593073593073594
414,415,438,337,0.769406392694064
415,416,499,450,0.9018036072144289
416,417,499,397,0.7955911823647295
417,418,530,444,0.8377358490566038
418,419,535,466,0.8710280373831776
419,420,557,500,0.8976660682226212
420,421,566,498,0.8798586572438163
421,422,534,503,0.9419475655430711
422,423,479,453,0.9457202505219207
423,424,479,444,0.9269311064718163
424,425,517,492,0.9516441005802708
425,426,578,552,0.9550173010380623
426,427,617,573,0.9286871961102107
427,428,569,544,0.9560632688927944
428,429,546,525,0.9615384615384616
429,430,547,528,0.9652650822669104
430,431,573,553,0.9650959860383944
431,432,583,557,0.9554030874785592
432,433,554,535,0.9657039711191335
433,434,563,524,0.9307282415630551
434,435,532,519,0.9755639097744361
435,436,519,507,0.976878612716763
436,437,447,416,0.930648769574944
437,438,446,428,0.9596412556053812
438,439,474,453,0.9556962025316456
439,440,470,445,0.9468085106382979
440,441,418,395,0.9449760765550239
441,442,418,398,0.9521531100478469
442,443,497,472,0.9496981891348089
443,444,520,504,0.9692307692307692
444,445,442,421,0.9524886877828054
445,446,422,412,0.976303317535545
446,447,471,445,0.9447983014861996
447,448,457,431,0.9431072210065645
448,449,439,421,0.958997722095672
449,450,448,428,0.9553571428571429
450,451,404,386,0.9554455445544554
451,452,389,357,0.9177377892030848
452,453,391,356,0.9104859335038363
453,454,403,368,0.913151364764268
454,455,395,367,0.9291139240506329
455,456,457,389,0.8512035010940919
456,457,473,441,0.9323467230443975
457,458,441,413,0.9365079365079365
458,459,467,427,0.9143468950749465
459,460,520,482,0.926923076923077
460,461,485,468,0.9649484536082474
461,462,496,457,0.9213709677419355
462,463,485,447,0.9216494845360824
463,464,474,453,0.9556962025316456
464,465,477,451,0.9454926624737946
465,466,440,400,0.9090909090909091
466,467,465,413,0.8881720430107527
467,468,514,465,0.9046692607003891
468,469,521,488,0.9366602687140115
469,470,547,517,0.9451553930530164
470,471,543,518,0.9539594843462247
471,472,481,449,0.9334719334719335
472,473,478,445,0.9309623430962343
473,474,530,467,0.8811320754716981
474,475,605,562,0.9289256198347108
475,476,505,454,0.899009900990099
476,477,477,456,0.9559748427672956
477,478,451,435,0.9645232815964523
478,479,499,484,0.969939879759519
479,480,506,473,0.9347826086956522
480,481,501,475,0.9481037924151696
481,482,563,498,0.8845470692717584
482,483,583,563,0.9656946826758147
483,484,545,530,0.9724770642201835
484,485,507,466,0.9191321499013807
485,486,458,348,0.759825327510917
486,487,509,462,0.9076620825147348
487,488,509,480,0.9430255402750491
488,489,501,450,0.8982035928143712
489,490,464,436,0.9396551724137931
490,491,471,453,0.9617834394904459
491,492,475,452,0.9515789473684211
492,493,541,499,0.922365988909427
493,494,592,560,0.9459459459459459
494,495,589,572,0.9711375212224108
495,496,571,546,0.9562171628721541
496,497,495,455,0.9191919191919192
497,498,429,402,0.9370629370629371
498,499,422,407,0.9644549763033176
499,500,471,450,0.9554140127388535
500,501,556,511,0.9190647482014388
501,502,547,519,0.9488117001828154
502,503,500,487,0.974
503,504,476,439,0.9222689075630253
504,505,454,433,0.9537444933920705
505,506,497,482,0.9698189134808853
506,507,506,499,0.9861660079051383
507,508,488,477,0.9774590163934426
508,509,476,425,0.8928571428571429
509,510,437,409,0.9359267734553776
510,511,428,402,0.9392523364485982
511,512,422,396,0.9383886255924171
512,513,459,433,0.9433551198257081
513,514,465,425,0.9139784946236559
514,515,463,422,0.9114470842332614
515,516,473,434,0.9175475687103594
516,517,431,404,0.9373549883990719
517,518,434,395,0.9101382488479263
518,519,457,418,0.9146608315098468
519,520,400,349,0.8725
520,521,374,348,0.93048128342246
521,522,407,366,0.8992628992628993
522,523,408,375,0.9191176470588235
523,524,391,352,0.9002557544757033
524,525,378,336,0.8888888888888888
525,526,366,290,0.7923497267759563
526,527,366,329,0.8989071038251366
527,528,382,336,0.8795811518324608
528,529,386,322,0.8341968911917098
529,530,387,349,0.9018087855297158
530,531,416,322,0.7740384615384616
531,532,422,376,0.8909952606635071
532,533,434,391,0.9009216589861752
533,534,423,331,0.7825059101654847
534,535,415,374,0.9012048192771084
535,536,400,361,0.9025
536,537,379,311,0.820580474934037
537,538,369,344,0.9322493224932249
538,539,370,360,0.972972972972973
539,540,365,347,0.9506849315068493
540,541,319,284,0.890282131661442
541,542,330,318,0.9636363636363636
542,543,319,306,0.9592476489028213
543,544,297,260,0.8754208754208754
544,545,291,267,0.9175257731958762
545,546,320,281,0.878125
546,547,374,344,0.9197860962566845
547,548,422,398,0.943127962085308
548,549,410,392,0.9560975609756097
549,550,438,424,0.9680365296803652
550,551,470,413,0.8787234042553191
551,552,518,497,0.9594594594594594
552,553,558,541,0.9695340501792115
553,554,561,545,0.9714795008912656
554,555,554,533,0.9620938628158845
555,556,547,529,0.9670932358318098
556,557,550,528,0.96
557,558,547,519,0.9488117001828154
558,559,610,554,0.9081967213114754
559,560,596,570,0.9563758389261745
560,561,661,643,0.972768532526475
561,562,654,632,0.9663608562691132
562,563,647,634,0.9799072642967542
563,564,670,632,0.9432835820895522
564,565,662,642,0.9697885196374623
565,566,654,639,0.9770642201834863
566,567,665,651,0.9789473684210527
567,568,673,662,0.9836552748885586
568,569,618,602,0.9741100323624595
569,570,597,579,0.9698492462311558
570,571,566,536,0.9469964664310954
571,572,590,573,0.9711864406779661
572,573,555,531,0.9567567567567568
573,574,510,497,0.9745098039215686
574,575,494,473,0.9574898785425101
575,576,471,429,0.910828025477707
576,577,453,439,0.9690949227373068
577,578,496,470,0.9475806451612904
578,579,576,563,0.9774305555555556
579,580,496,470,0.9475806451612904
580,581,502,476,0.9482071713147411
581,582,566,555,0.980565371024735
582,583,577,565,0.9792027729636048
583,584,574,554,0.9651567944250871
584,585,528,518,0.9810606060606061
585,586,535,520,0.9719626168224299
586,587,615,605,0.983739837398374
587,588,617,601,0.9740680713128039
588,589,594,578,0.9730639730639731
589,590,621,603,0.9710144927536232
590,591,645,634,0.9829457364341085
591,592,620,603,0.9725806451612903
592,593,570,533,0.9350877192982456
593,594,576,548,0.9513888888888888
594,595,710,691,0.9732394366197183
595,596,699,690,0.9871244635193133
596,597,703,668,0.9502133712660028
597,598,692,676,0.976878612716763
598,599,699,682,0.9756795422031473
599,600,722,710,0.9833795013850416
600,601,724,710,0.9806629834254144
601,602,741,702,0.9473684210526315
602,603,735,724,0.9850340136054422
603,604,761,719,0.9448094612352168
604,605,761,724,0.9513797634691196
605,606,763,751,0.9842726081258192
606,607,746,731,0.9798927613941019
607,608,755,730,0.9668874172185431
608,609,767,723,0.9426336375488917
609,610,743,732,0.9851951547779273
610,611,740,729,0.9851351351351352
611,612,743,731,0.9838492597577388
